Address,Town,DOR_Code,Total_Area,Year_Built,Remodel_Year,Quality,Condition,Architecture,Bedrooms,Bathrooms,Total_Rooms,Foundation,Garage_Stalls,Land_Value,Improvements_Value,Permanent_Crop_Value,Total_Value,Total_Acres,Data_Link,,,
4800 AIRPORT COMPLEX NORTH,PULLMAN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,74658,29925,0,104583,4.6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936565&parcelNumber=200004515351191&typeID=1,,,
6302 POTTS RD,LAMONT,11 - Residential - Single Family,2277,1890,,3.0 - Average,3.0 - Average,Conventional,5,2,,Concrete,,25323,79278,0,104601,22.2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=923933&parcelNumber=200003919203900&typeID=1,,,
P O BOX 157,STEPTOE,11 - Residential - Single Family,948,1949,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,3565,101041,0,104606,0.1606,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922248&parcelNumber=142200013290000&typeID=1,,,
301 E CHESTNUT,FARMINGTON,11 - Residential - Single Family,1494,1900,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,5175,99475,0,104650,0.30303,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909191&parcelNumber=103300012060000&typeID=1,,,
315 EAST THORN STREET,COLFAX,11 - Residential - Single Family,2320,1902,,3.0 - Average,3.0 - Average,Conventional,5,1,,Concrete,,9396,95275,0,104671,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944959&parcelNumber=100600015020000&typeID=1,,,
211 E 8TH,ROSALIA,11 - Residential - Single Family,1245,1910,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,8453,96221,0,104674,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918803&parcelNumber=115800010070001&typeID=1,,,
1202 MANNING RD,COLFAX,81 - Resource - Agriculture,2084,1940,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,16080,88595,0,104675,9,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930923&parcelNumber=200004317293390&typeID=1,,,
C/O DALLAS FILAN,LACROSSE,83 - Resource - Agriculture Current Use,1628,1941,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,10080,94609,0,104689,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=923108&parcelNumber=200003914208901&typeID=1,,,
609 S MILL STREET,COLFAX,11 - Residential - Single Family,830,1939,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,2,14605,90114,0,104719,0.1744,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907456&parcelNumber=100400042050000&typeID=1,,,
1801 PATTERSON RD,ST JOHN,83 - Resource - Agriculture Current Use,2276,1916,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,13680,91051,0,104731,3,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944065&parcelNumber=200004119103901&typeID=1,,,
33110 82ND AVE S,ROY,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,6440,98297,0,104737,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=906797&parcelNumber=100050005160000&typeID=1,,,
525 E WHITMAN STREET,PALOUSE,11 - Residential - Single Family,1038,1910,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,11500,93266,0,104766,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911237&parcelNumber=107400002010000&typeID=1,,,
PO BOX 349,PALOUSE,11 - Residential - Single Family,1326,1910,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,18400,86367,0,104767,0.7346,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920894&parcelNumber=126500003000000&typeID=1,,,
106 S LOOMIS AVE,ST JOHN,11 - Residential - Single Family,1509,1908,,3.0 - Average,3.0 - Average,Conventional,6,2,,Concrete,,5382,99408,0,104790,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919248&parcelNumber=116650002030000&typeID=1,,,
PO BOX 542,TEKOA,11 - Residential - Single Family,1375,1977,,3.0 - Average,3.0 - Average,Conventional,3,2,3,Concrete,2,6900,97911,0,104811,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943531&parcelNumber=117500001030000&typeID=1,,,
PO BOX 312,ST JOHN,11 - Residential - Single Family,1372,1950,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,5175,99656,0,104831,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919086&parcelNumber=116500007140000&typeID=1,,,
101 S MILL ST,COLFAX,11 - Residential - Single Family,1935,1920,,3.0 - Average,3.0 - Average,Conventional,3,1.5,6,Concrete,1,8625,96209,0,104834,0.1377,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907507&parcelNumber=100400046020000&typeID=1,,,
308 E POPLAR STREET,COLFAX,11 - Residential - Single Family,1074,1889,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,10005,94832,0,104837,0.1262,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944627&parcelNumber=100400065010005&typeID=1,,,
717 W SPRAGUE SUITE 800,SPOKANE,83 - Resource - Agriculture Current Use,728,1908,,2.0 - Fair,2.0 - Fair,Conventional,1,1,,Concrete,,85132,19708,0,104840,72.6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928846&parcelNumber=200004219102902&typeID=1,,,
508 W MAIN ST,GARFIELD,11 - Residential - Single Family,1420,1900,,3.0 - Average,3.0 - Average,&nbsp;,3,1,4,Concrete,,6900,97967,0,104867,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909468&parcelNumber=103850014060001&typeID=1,,,
520 N J ST,PALOUSE,11 - Residential - Single Family,896,1890,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,23000,81877,0,104877,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944554&parcelNumber=107750005080000&typeID=1,,,
735 SE HIGH ST,PULLMAN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,20625,84260,0,104885,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916606&parcelNumber=112700008120001&typeID=1,,,
735 SE HIGH ST,PULLMAN,11 - Residential - Single Family,1375,1956,,3.0 - Average,3.0 - Average,&nbsp;,3,2,,&nbsp;,,20625,84260,0,104885,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916603&parcelNumber=112700008110001&typeID=1,,,
107 N SKYVIEW,COLFAX,12 - Residential - 2-4 Units,2760,1939,,3.0 - Average,3.0 - Average,None,None,None,None,None,None,8855,96031,0,104886,0.07126,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907142&parcelNumber=100400009010002&typeID=1,,,
502 W BARTLETT ST,OAKESDALE,11 - Residential - Single Family,2087,1895,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,12075,92834,0,104909,0.482,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944722&parcelNumber=106450006030000&typeID=1,,,
152 HITCHINGS RD,THORNTON,83 - Resource - Agriculture Current Use,1262,1947,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,2,25920,78998,0,104918,7,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=931065&parcelNumber=200004318061290&typeID=1,,,
C/O LADOW COURT ASSISTED LIVING,GARFIELD,83 - Resource - Agriculture Current Use,2366,1980,,3.0 - Average,3.0 - Average,Conventional,3,3,,Concrete,,23080,81840,0,104920,11,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922027&parcelNumber=138450010000000&typeID=1,,,
P O BOX 3192,MOSCOW,11 - Residential - Single Family,1904,1880,,3.0 - Average,3.0 - Average,Conventional,7,1,,Concrete,,23138,81791,0,104929,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935343&parcelNumber=200004513022901&typeID=1,,,
928 COLORADO AVE,GLENWOOD SPRINGS,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,60780,44198,0,104978,39,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=932290&parcelNumber=200004413243802&typeID=1,,,
LORI A PIERCE,ST JOHN,83 - Resource - Agriculture Current Use,1884,1922,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,12680,92299,0,104979,3,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928747&parcelNumber=200004218345590&typeID=1,,,
,,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,100260,4730,0,104990,66,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933473&parcelNumber=200004416303890&typeID=1,,,
PO BOX 262,ST JOHN,11 - Residential - Single Family,1592,1912,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,5290,99725,0,105015,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919329&parcelNumber=116700006050000&typeID=1,,,
C/O MICHAEL CROSSETT,OAKESDALE,39 - Commercial - Misc Commercial,3970,1900,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,4313,100702,0,105015,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940967&parcelNumber=807100000000223&typeID=1,,,
206 S BARTHALOW AVE,SAINT JOHN,11 - Residential - Single Family,1120,1954,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,5290,99775,0,105065,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919297&parcelNumber=116700001040001&typeID=1,,,
PO BOX 367,LACROSSE,83 - Resource - Agriculture Current Use,1810,1949,,2.5 - Fair/Average,2.5 - Fair/Average,Conventional,4,2,,Concrete,,36700,68378,0,105078,50,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922915&parcelNumber=200003816355900&typeID=1,,,
PO BOX 229,COLFAX,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,25000,80080,0,105080,0.0746,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907175&parcelNumber=100400013010001&typeID=1,,,
913 S JOSEPHINE AENUE,ROSALIA,11 - Residential - Single Family,2405,1886,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,11500,93582,0,105082,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941760&parcelNumber=816350000000025&typeID=1,,,
522 N WHITMAN,ROSALIA,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,11500,93600,0,105100,0.64,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941704&parcelNumber=816250000000010&typeID=1,,,
315 S JOSEPHINE AVE,ROSALIA,11 - Residential - Single Family,1744,1908,,3.0 - Average,3.0 - Average,Conventional,5,1,,Concrete,,4684,100428,0,105112,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918755&parcelNumber=115800003100000&typeID=1,,,
PO BOX 417,ALBION,11 - Residential - Single Family,900,1967,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,1,9016,96145,0,105161,0.1606,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=906800&parcelNumber=100050006050001&typeID=1,,,
104 S WHITMAN STREET,LACROSSE,11 - Residential - Single Family,1704,1955,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,6900,98264,0,105164,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910179&parcelNumber=105250005110000&typeID=1,,,
PO BOX 401,ENDICOTT,11 - Residential - Single Family,1480,1908,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,50094,55088,0,105182,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940650&parcelNumber=803050000000022&typeID=1,,,
PO BOX 55,UNIONTOWN,69 - Services - Misc,3750,1890,,1.5 - Fair,1.0 - Low,None,None,None,None,None,None,2875,102316,0,105191,0.04798,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920311&parcelNumber=118250006190001&typeID=1,,,
PO BOX 156,PALOUSE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,19800,85404,0,105204,0.6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941133&parcelNumber=808000000000193&typeID=1,,,
402 BERNARD ROAD,OAKESDALE,11 - Residential - Single Family,1856,1910,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,17388,87881,0,105269,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=934060&parcelNumber=200004418083190&typeID=1,,,
PO BOX 275,LACROSSE,11 - Residential - Single Family,1640,1916,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,12880,92426,0,105306,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910292&parcelNumber=105400000000196&typeID=1,,,
SIAN RITCHIE,PULLMAN,11 - Residential - Single Family,594,1940,,3.0 - Average,3.0 - Average,Bungalow,2,1,2,Concrete Block,0,18636,86675,0,105311,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912199&parcelNumber=108150055030000&typeID=1,,,
1928 E MALLON,SPOKANE,11 - Residential - Single Family,1558,1908,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,19044,86268,0,105312,13,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942019&parcelNumber=818650000000094&typeID=1,,,
412 E JAMES ST,COLFAX,11 - Residential - Single Family,1290,1915,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,4255,101070,0,105325,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940520&parcelNumber=802050000000341&typeID=1,,,
8841 SR 194,COLFAX,81 - Resource - Agriculture,None,None,None,None,None,None,None,None,None,None,None,16920,88440,0,105360,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929943&parcelNumber=200004315213891&typeID=1,,,
817 E SOUTHVIEW AVE,COLFAX,11 - Residential - Single Family,2520,1920,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,25668,79770,0,105438,5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929932&parcelNumber=200004315204390&typeID=1,,,
805 S  LAKE ST,COLFAX,11 - Residential - Single Family,1867,1914,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,,4255,101237,0,105492,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907519&parcelNumber=100400048030000&typeID=1,,,
406 N WEST STREET,COLFAX,11 - Residential - Single Family,852,1917,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,9085,96428,0,105513,0.89531,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907299&parcelNumber=100400022040003&typeID=1,,,
108 FONNER ST,ENDICOTT,11 - Residential - Single Family,1342,1904,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,12075,93455,0,105530,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909023&parcelNumber=102900002050000&typeID=1,,,
919 S JOSEPHINE ST,ROSALIA,11 - Residential - Single Family,2497,1889,,3.0 - Average,3.0 - Average,Conventional,5,1,,Stone,,11500,94038,0,105538,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941765&parcelNumber=816350000000040&typeID=1,,,
420 N B ST,PALOUSE,11 - Residential - Single Family,1600,2016,,1.0 - Low,1.0 - Low,&nbsp;,,,,Post &amp; Pier,,50600,54960,0,105560,0.505,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941137&parcelNumber=808000000000214&typeID=1,,,
2024 NE TERRE VIEW DRIVE 230,PULLMAN,11 - Residential - Single Family,916,1915,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,4255,101327,0,105582,0.0573,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907650&parcelNumber=100400063060001&typeID=1,,,
107 E 7TH STREET,COLFAX,11 - Residential - Single Family,1192,1958,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,7130,98460,0,105590,0.07576,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908098&parcelNumber=101200028150000&typeID=1,,,
1225 SW CAMPUS VIEW DR,PULLMAN,11 - Residential - Single Family,1192,1958,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,7130,98460,0,105590,0.02296,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908097&parcelNumber=101200028140001&typeID=1,,,
21836 SE 254TH PLACE,MAPLE VALLEY,83 - Resource - Agriculture Current Use,1736,1918,,2.0 - Fair,2.0 - Fair,Conventional,4,1,,Stone,,20160,85432,0,105592,3.8,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943665&parcelNumber=200004318321290&typeID=1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917742&parcelNumber=114310002090000&typeID=1,,
403 S G ST,ENDICOTT,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,11500,94142,0,105642,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908979&parcelNumber=102800026040000&typeID=1,,,
708 N CLAY ST,COLFAX,11 - Residential - Single Family,1448,1934,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,11408,94239,0,105647,0.2582,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908255&parcelNumber=101350015070000&typeID=1,,,
111 S STAR STREET,LACROSSE,11 - Residential - Single Family,1312,1920,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,,8050,97598,0,105648,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910188&parcelNumber=105300001050000&typeID=1,,,
32 CENTER ST,COLFAX,11 - Residential - Single Family,1276,1907,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,34638,71013,0,105651,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921437&parcelNumber=130459927460000&typeID=1,,,
6951 GREEN HOLLOW RD,COLFAX,83 - Resource - Agriculture Current Use,768,2018,,3.0 - Average,3.0 - Average,Conventional,1,1,,Concrete,,21920,83752,0,105672,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930971&parcelNumber=200004317347590&typeID=1,,,
1342 CURTIS RD,THORNTON,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,0,105688,0,105688,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928637&parcelNumber=200004218164904&typeID=1,,,
2002 HILTY RD,COLFAX,11 - Residential - Single Family,1276,1920,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,17388,88341,0,105729,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933220&parcelNumber=200004416062901&typeID=1,,,
3637 SENATRA WAY,VIRGINIA BEACH,11 - Residential - Single Family,960,1970,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,4600,101163,0,105763,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909651&parcelNumber=104150001040000&typeID=1,,,
2301 TEXAS FERRY RD,ROSALIA,11 - Residential - Single Family,1008,1926,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,17802,87972,0,105774,4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929180&parcelNumber=200004220164390&typeID=1,,,
PO BOX 86,COLFAX,11 - Residential - Single Family,1006,1949,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,7130,98664,0,105794,0.1262,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942627&parcelNumber=100400066060004&typeID=1,,,
12413 MERIDIAN E STREET A,PUYALLUP,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,0,105800,0,105800,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920781&parcelNumber=122309902070000&typeID=1,,,
PO BOX 529,GARFIELD,11 - Residential - Single Family,1932,1970,,3.0 - Average,3.0 - Average,Split Entry,3,2,,Concrete,,4600,101217,0,105817,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909652&parcelNumber=104150001050000&typeID=1,,,
PO BOX 451,GARFIELD,11 - Residential - Single Family,960,1970,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,4600,101301,0,105901,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909649&parcelNumber=104150001020000&typeID=1,,,
212 NORTH E STREET,ALBION,11 - Residential - Single Family,1080,1962,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,12880,93031,0,105911,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=906876&parcelNumber=100150012140000&typeID=1,,,
722 E F STREET,MOSCOW,11 - Residential - Single Family,798,1944,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,16100,89836,0,105936,0.3213,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920627&parcelNumber=121200011070000&typeID=1,,,
C/O RANDALL DANSKIN,SPOKANE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,103440,2530,0,105970,111,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=926715&parcelNumber=200004117342900&typeID=1,,,
